sample_id,protein,gene,n_cells,protein_mean,protein_std,rna_mean,rna_std,cell_pearson_r,cell_spearman_r,cell_pearson_p,cell_spearman_p,grid_pearson_r,grid_spearman_r,ssim,note,stage,error
A03,PDL1,CD274,119079.0,32.85422011283245,19.29331422610376,0.5595086216926575,1.605568766593933,0.009296375120112964,0.02205093972601369,0.0013365568259603986,2.737884004220757e-14,0.6222021872895518,0.632635788441325,0.35154291984576747,,control,
A03,aSMA,ACTA2,119079.0,178.79954587785352,265.7953394206243,0.6170848608016968,1.749118447303772,0.22182730032497142,0.255089026778085,0.0,0.0,0.49911453128489236,0.794258517501456,0.544749269831217,,control,
A03,CD31,PECAM1,119079.0,94.67571787128779,204.61001598086716,0.6285702586174011,1.72786545753479,0.2669661946629342,0.18793196833183937,0.0,0.0,0.611934764078361,0.7958280873050405,0.5040881792890123,,control,
A03,PanCK,EPCAM,119079.0,184.6585848771745,228.21925039233648,6.167009996715933e-05,0.015135399997234344,0.0063795063445112096,0.00436539475077993,0.027705725328535352,0.13196602066581903,0.06119700952818262,0.039696199393779906,0.2840056044920869,,control,
A03,CD20,MS4A1,119079.0,44.18913171597905,27.94906626939862,0.5527829527854919,1.587653398513794,0.043745137405887084,0.00794764410924142,1.5575148179030205e-51,0.00609597764507844,0.5521507406232435,0.5652209130521897,0.46659390201071366,,control,
A03,CD45,PTPRC,,,,,,,,,,,,,,control,gene_not_found
A03,CD11c,ITGAX,119079.0,25.62460177898375,19.76821334269328,0.19766084849834442,0.9813537001609802,0.030921634551553015,0.031053439809920248,1.3641691385634472e-26,8.348921937863545e-27,0.5068113441793932,0.5876300633354558,0.3111926976138427,,control,
A04,CD4,CD4,114456.0,66.27972689091429,40.48316459100649,0.609336256980896,1.6560983657836914,0.1972022183931061,0.18231783038140045,0.0,0.0,0.6378470145369319,0.6301013176168352,0.3955113177143634,,control,
A04,CD68,CD68,114456.0,55.05652994717761,64.09548259565123,1.0577746629714966,2.083244800567627,0.29676504572093226,0.22640341961601054,0.0,0.0,0.7059539997199532,0.6056027780040795,0.5031037344259026,,control,
A04,FOXP3,FOXP3,114456.0,45.5792278280409,20.51291778567908,0.11524712294340134,0.7385932803153992,0.029327728403755707,0.0091533659030537,3.273954995997769e-23,0.001956627417948173,0.22091815795007275,0.16018380023139214,0.07674370592345117,,control,
A04,CD3,CD3D,114456.0,77.47866256968041,77.92200043569096,0.5347529649734497,1.546958327293396,0.12545827293875095,0.06973810205776212,0.0,2.2990415782789945e-123,0.3162630300987727,0.36235986040977897,0.1951261091789657,,control,
A04,CD8,CD8A,114456.0,23.42663660843231,31.9536585217813,0.44690707325935364,1.4284995794296265,0.18053535446262703,0.06677988400357845,0.0,2.91300235212195e-113,0.4497896506275612,0.43888114903132097,0.33032769691195046,,control,
A04,HLA-DR,HLA-DRA,114456.0,27.340787928616006,13.896820081233109,1.868192434310913,2.6446027755737305,0.3767201800698305,0.3876905725990435,0.0,0.0,0.7621183688760582,0.765808505615509,0.520727370558399,,control,
A04,KI67,MKI67,114456.0,29.045104235317798,23.981334426771767,0.00016900930495467037,0.02866114303469658,0.003351357462042451,0.0019942353820561866,0.2568783866411515,0.4998854595562843,-0.001172263386399891,-0.0015785900298442002,0.019792495969003978,,control,
A04,PD1,PDCD1,114456.0,27.630008480812673,9.150854806900961,0.12242864817380905,0.7634798884391785,0.013767449625228438,0.014148597277509563,3.1947700785275283e-06,1.6942083105112184e-06,0.26040778236045425,0.19918162755169178,0.08256868392916096,,control,
A04,PDL1,CD274,114456.0,68.76449761747533,30.990993903982204,0.5329909920692444,1.5425559282302856,0.025110406489045205,0.019350633140168647,1.9550166414556532e-17,5.86567642677469e-11,0.4252380064715351,0.3305740169934342,0.20681587006959626,,control,
A04,aSMA,ACTA2,114456.0,174.84093810835824,380.0477973958209,0.6641996502876282,1.8070958852767944,0.39358514354447194,0.3465656648770388,0.0,0.0,0.7613296220014285,0.8480651711639766,0.6124018613028752,,control,
A04,CD31,PECAM1,114456.0,100.4578984057276,211.16765715441346,0.7679113745689392,1.864304780960083,0.377826435585935,0.28402800697580605,0.0,0.0,0.6833826530392024,0.8016876793982178,0.6047506052418979,,control,
A04,PanCK,EPCAM,114456.0,114.84450573808262,162.3904259075039,6.914324330864474e-05,0.016621215268969536,0.004108620308474374,0.004877081350447814,0.16453122930314443,0.09894823797852147,0.04188989337606544,0.03806249896044496,0.09905537160041726,,control,
A04,CD20,MS4A1,114456.0,46.39255814250485,18.620873706073123,0.48935678601264954,1.4809277057647705,0.06351110826604886,0.0003055787508031866,1.3062968746574065e-102,0.9176611632741978,0.38639628790673786,0.20396848295924286,0.16760740334171248,,control,
A04,CD45,PTPRC,,,,,,,,,,,,,,control,gene_not_found
A04,CD11c,ITGAX,114456.0,29.982281028247513,19.703963362366437,0.21756361424922943,1.0080095529556274,0.07857927750155558,0.07298982339226821,3.457636438599827e-156,5.597737820798229e-135,0.4528253314113628,0.461188341966261,0.15999068828572238,,control,
B01,CD4,CD4,24437.0,102.06532854754408,70.68820671555605,0.582733690738678,1.591526985168457,0.017247507947948087,0.03597100163370462,0.007012471878272399,1.8589399074162863e-08,0.4929151322268581,0.7034138640774849,0.41243684948049214,,normal,
B01,CD68,CD68,24437.0,92.55875945112068,114.24843255306016,0.5519723892211914,1.5636448860168457,0.054006047048955404,0.06189821589315551,2.95976644804056e-17,3.4944565994772523e-22,0.39337238507807704,0.7099243624156182,0.4329617741921206,,normal,
B01,FOXP3,FOXP3,24437.0,108.66182722852095,48.22327216857203,0.0788041204214096,0.6153103709220886,-0.00017067737305877066,0.010528397521565369,0.9787153641793209,0.09980573817052711,0.21952105883913064,0.3811622534650728,0.24600087497602036,,normal,
B01,CD3,CD3D,24437.0,82.1789315331487,108.93026452655714,0.6341155767440796,1.6580982208251953,-0.005987949102478336,-0.026374266931667775,0.3492644515723762,3.732866256424932e-05,0.27990664081401195,0.6195505144728385,0.4357495981947814,,normal,
B01,CD8,CD8A,24437.0,60.546977539496176,122.65096151265051,0.6529296040534973,1.6889137029647827,0.018040460818794214,0.01744730134303714,0.004798907611480087,0.006381833959504781,0.3716851994517416,0.7348666637494264,0.4189617236054987,,normal,
B01,HLA-DR,HLA-DRA,24437.0,31.684279561585107,18.235563108661108,0.9015360474586487,1.9652247428894043,0.17929589370236576,0.12867085831739417,1.2024887829613457e-175,1.0352425153860576e-90,0.6292044805739416,0.778714973389493,0.48730462535239566,,normal,
B01,KI67,MKI67,24437.0,35.634747723285074,24.055793404204806,0.000816170999314636,0.06484276801347733,-0.008430413753850776,-0.013135156043711202,0.18756163474878088,0.04004198253106083,0.020696676808871627,0.032930306118963804,0.2870806802679781,,normal,
B01,PD1,PDCD1,24437.0,58.39881474845863,24.86538163696743,0.15560780465602875,0.8587642908096313,-0.012859236115265175,-0.0074850070880904205,0.04441218725525998,0.24198561137454525,0.2143851845019682,0.49254328992175156,0.2684060938768966,,normal,
B01,PDL1,CD274,24437.0,91.05648778148915,36.85460867709689,0.7542886137962341,1.7977722883224487,0.002252881616267288,0.00522389111375479,0.7247178929562879,0.41416841489045597,0.5211037657143169,0.6700606663323754,0.31137095059090786,,normal,
B01,aSMA,ACTA2,24437.0,233.1107801209859,496.04409929690496,0.3137882947921753,1.2408134937286377,0.15711368522948882,0.08399415390085554,7.770564145011827e-135,1.6393325870675873e-39,0.4590182709386725,0.6443031221869406,0.53863226442292,,normal,
B01,CD31,PECAM1,24437.0,161.83153694703864,305.33211827769674,0.5792272686958313,1.6033203601837158,0.07512026604255602,0.07129383722235781,6.34290015689656e-32,6.506278212369645e-29,0.4286938664745358,0.7459629670721648,0.48679639301247424,,normal,
B01,PanCK,EPCAM,24437.0,313.0049988815246,417.63091995444034,0.00020333185966592282,0.03178487345576286,0.009262431803519617,0.00909826304015351,0.1476473521104488,0.1549600915675376,0.016648608869472684,0.02727789756052682,0.44779146048032137,,normal,
B01,CD20,MS4A1,24437.0,70.69214009316019,30.05134745958357,0.9409887194633484,1.9586790800094604,0.04283672602165916,0.05218577274945023,2.0968664196014202e-11,3.268008348811754e-16,0.6168119360978799,0.741980321680806,0.37911635644619207,,normal,
B01,CD45,PTPRC,,,,,,,,,,,,,,normal,gene_not_found
B01,CD11c,ITGAX,24437.0,39.098920525393126,25.48023386786187,0.2690468728542328,1.1101336479187012,0.022156875558069916,0.03406871686287812,0.0005324325857949724,9.984217292339226e-08,0.3561960013103376,0.596604822129025,0.3510020522986645,,normal,
B02,CD4,CD4,30699.0,70.50380007934751,46.470666127829794,0.6077591776847839,1.6362290382385254,0.017993716424486488,0.014807371294779301,0.0016169632149856945,0.009474091259432544,0.7154138265400612,0.900658058547711,0.605585801643503,,normal,
B02,CD68,CD68,30699.0,52.633207428396105,74.98627975522754,0.6161152124404907,1.6539204120635986,0.020266016278875913,0.04822138297719682,0.0003836900047024868,2.82686296189305e-17,0.6018558112073229,0.9008316132820268,0.6920269909316701,,normal,
B02,FOXP3,FOXP3,30699.0,48.40854444492641,20.914030155292508,0.0867471843957901,0.6479582190513611,0.0030732565764616526,0.003931189805646039,0.5902673617561999,0.4909721116826119,0.47968993025395357,0.6082452087993196,0.5489130907757903,,normal,
B02,CD3,CD3D,30699.0,51.39930756353723,61.17285320348727,0.6910785436630249,1.7365044355392456,-0.0009392525544431303,-0.004511712635652996,0.8692895322062667,0.4292504897208005,0.457506217112009,0.8802011392665131,0.6496692702911723,,normal,
B02,CD8,CD8A,30699.0,36.13773198599254,78.26444626810452,0.6917837262153625,1.740506887435913,0.023822987806750615,0.023506075691172173,2.986686150997307e-05,3.806333333109599e-05,0.6500933248904432,0.915756640524024,0.7084312439962187,,normal,
B02,HLA-DR,HLA-DRA,30699.0,19.923369884576818,9.466540138510773,0.8575489521026611,1.9291008710861206,0.13402778573501622,0.1112295497857687,5.031611011195622e-123,4.2429535105180473e-85,0.7951259132881965,0.9185401804609848,0.631922786545509,,normal,
B02,KI67,MKI67,30699.0,25.416777614644023,21.219356270349724,0.00016526550462003797,0.028955914080142975,0.0008007173014823861,0.005049900340067761,0.888431631403842,0.37628111283936216,0.03371426006411135,0.03667081194412693,0.5430518490047727,,normal,
B02,PD1,PDCD1,30699.0,27.706978851696622,12.713959858272325,0.2113778293132782,0.9980495572090149,0.00029374075891474725,0.011514485056671006,0.958955304794862,0.043648299530078975,0.48639185581128974,0.8098959711723296,0.5758747340164142,,normal,
B02,PDL1,CD274,30699.0,37.02656230691351,16.87591911578319,0.7593244910240173,1.819699764251709,-0.0065819227798406335,0.00719470717898661,0.24883126418330997,0.20746778241776467,0.706423667259446,0.8723063679757794,0.6295069840430232,,normal,
B02,aSMA,ACTA2,30699.0,285.32639685903,468.3899123828823,0.5043858885765076,1.5793571472167969,0.324371391524202,0.2158391594694666,0.0,0.0,0.7952846204876954,0.9046429119393067,0.7849299383044895,,normal,
B02,CD31,PECAM1,30699.0,133.45137322639832,257.0298971168756,0.6100274920463562,1.6480708122253418,0.08376959719473154,0.07426046523232341,6.200501185605653e-49,8.398957435119194e-39,0.6371845615359842,0.9152004751279161,0.6924986935872157,,normal,
B02,PanCK,EPCAM,30699.0,244.41854085264043,322.187429068057,0.0,0.0,,,,,,,0.5678540218432506,zero_variance_rna,normal,
B02,CD20,MS4A1,30699.0,64.26851589030272,19.82805044017569,0.7449827194213867,1.7964175939559937,-0.017359074955633946,-0.015137528624835904,0.002353154570229456,0.007994309752766387,0.7690904484921111,0.8843144091430502,0.6199136105818114,,normal,
B02,CD45,PTPRC,,,,,,,,,,,,,,normal,gene_not_found
B02,CD11c,ITGAX,30699.0,27.24638740867036,19.534603930338786,0.3272102177143097,1.2281854152679443,0.002308555792006478,0.026132506172761985,0.6858677720295256,4.665214097985011e-06,0.6916073240009845,0.8702124550334775,0.6072537656425642,,normal,
B03,CD4,CD4,30989.0,76.03848631499942,63.512956307469466,0.5598006844520569,1.5946959257125854,0.04216143985636757,0.03137018720625862,1.1280350284379702e-13,3.324108702501701e-08,0.5923855002345741,0.8253675482689496,0.5486275662230522,,normal,
B03,CD68,CD68,30989.0,104.40361398690298,130.3644718292432,0.8133421540260315,1.8895479440689087,0.13212803524418543,0.15046249029657352,1.0664816632263885e-120,2.4877551532352477e-156,0.6383927730209393,0.8692758818242022,0.677553773481771,,normal,
B03,FOXP3,FOXP3,30989.0,50.027809566372035,32.40614497612139,0.14296886324882507,0.8349087834358215,0.00550164435574175,0.018152070366171138,0.3328142708970405,0.0013955537748167458,0.24752096638169568,0.6439637651194295,0.5110011522478106,,normal,
B03,CD3,CD3D,30989.0,53.99809326352021,77.2475264845674,0.6434281468391418,1.6990594863891602,0.006857931458101787,0.014870675498286988,0.22734947733748342,0.008849161218418706,0.34881783503577013,0.7827288872579325,0.5444191074021164,,normal,
B03,CD8,CD8A,30989.0,37.76817227602568,80.14712214176906,0.5722121596336365,1.620171308517456,0.028153223965563454,0.032351172635218264,7.16675245272378e-07,1.2246249235533213e-08,0.43277005190426016,0.8338812897143615,0.5765947488042812,,normal,
B03,HLA-DR,HLA-DRA,30989.0,35.463704932021656,24.907314306740172,1.8998568058013916,2.718318223953247,0.43545741765836443,0.4085626002157676,0.0,0.0,0.8540973981742793,0.9234197286202144,0.6975490338238224,,normal,
B03,KI67,MKI67,30989.0,31.121287685775815,34.47164790725307,0.00016321394650731236,0.028731219470500946,-0.0022045504236604925,-0.00442925311789219,0.6979663772428043,0.4355766137599386,0.03129649754346873,0.034329140316481266,0.4539999261388608,,normal,
B03,PD1,PDCD1,30989.0,27.926871021363294,16.651001996743744,0.17719827592372894,0.9282540678977966,-5.518199667646495e-05,0.006020902247887342,0.992249728704125,0.28920466153036156,0.30167116557198204,0.7031310041529352,0.48426191590534245,,normal,
B03,PDL1,CD274,30989.0,37.22333815816597,23.6608244095269,0.7021194696426392,1.7728705406188965,0.008022173242315848,0.018791696219237295,0.15790153392024245,0.000939007041273517,0.5822647263131981,0.7825098248022228,0.5722529938606443,,normal,
B03,aSMA,ACTA2,30989.0,221.59527463044395,468.04353353267356,0.37588560581207275,1.378241777420044,0.3214449356475288,0.16859350177425836,0.0,2.5240223996882235e-196,0.7535351215912021,0.8065836403342642,0.7450319111197685,,normal,
B03,CD31,PECAM1,30989.0,138.6107861541907,287.98094492634635,0.6014497876167297,1.6592363119125366,0.1531493363428918,0.0843408877827169,5.883373931173093e-162,4.933927530846253e-50,0.6246510578487314,0.8584995135197024,0.6495516650123103,,normal,
B03,PanCK,EPCAM,30989.0,359.37595795139345,462.3419900342519,0.0,0.0,,,,,,,0.6250102355776972,zero_variance_rna,normal,
B03,CD20,MS4A1,30989.0,60.74216156904169,31.14942858117788,0.6562434434890747,1.7138047218322754,0.009925186964707945,0.009431947041967141,0.08060751158088307,0.09684588530085023,0.6175144942087952,0.8077120393292586,0.5388832918631012,,normal,
B03,CD45,PTPRC,,,,,,,,,,,,,,normal,gene_not_found
B03,CD11c,ITGAX,30989.0,29.86630405572113,25.06630894069647,0.27174434065818787,1.1358990669250488,0.010158460212505138,0.021534554354793727,0.07373759702069989,0.0001499432221364062,0.37320432032866413,0.7373378250364023,0.5341790710499829,,normal,
B04,CD4,CD4,103465.0,45.142356348209894,16.12727233761149,0.46185818314552307,1.4454237222671509,0.1055143676436541,0.11462188948244342,6.91688226529618e-254,1.6115524334639093e-299,0.5265369632045473,0.682728224133642,0.27233347157559634,,normal,
B04,CD68,CD68,103465.0,45.4271630869287,31.036936692442083,1.8143017292022705,2.536929130554199,0.20669682332191036,0.23585190960740585,0.0,0.0,0.6870259257203108,0.7973323751450534,0.49699442237987634,,normal,
B04,FOXP3,FOXP3,103465.0,30.12779419392588,12.60489344316602,0.01906871795654297,0.3072754740715027,0.012453017536855673,0.01509796331907546,6.182322605785621e-05,1.1940321065677765e-06,0.23021254921605322,0.2627386271815613,0.20737547730733577,,normal,
B04,CD3,CD3D,103465.0,48.32979982265045,24.826038458773574,0.46736612915992737,1.4715760946273804,0.2228729748851955,0.21829372533665828,0.0,0.0,0.6450844845411865,0.8184637918730778,0.28507749172675484,,normal,
B04,CD8,CD8A,103465.0,28.516192538132362,19.439438501582867,0.7615914940834045,1.8548914194107056,0.30249277271660985,0.30621239039526593,0.0,0.0,0.7455942588571389,0.8615341789524461,0.5040604105319798,,normal,
B04,HLA-DR,HLA-DRA,103465.0,29.07931487424453,10.048924805169628,5.694316864013672,2.550769090652466,0.18826909102073347,0.23632906502196463,0.0,0.0,0.8602053592940355,0.9024536087067601,0.6387479548161837,,normal,
B04,KI67,MKI67,103465.0,27.489195846294102,13.139012386722651,0.00022616858768742532,0.0328584723174572,-0.0023954930612272093,-0.0016602032478161405,0.4409882258299503,0.5933315080850433,0.03789282082568355,0.04736793876418195,0.21335011504155937,,normal,
B04,PD1,PDCD1,103465.0,25.126679750491064,5.855991009156634,0.03140202909708023,0.39567291736602783,0.01294148987091656,0.01916727557800872,3.142578263966707e-05,7.011300289747309e-10,0.11846426862123245,0.3655133747511267,0.18527247820535309,,normal,
B04,PDL1,CD274,103465.0,61.2995134569971,18.80399414013469,0.27195048332214355,1.129870891571045,0.05188640594415633,0.048857545347409034,1.2928351098538406e-62,1.0242376923845692e-55,0.4812640460106627,0.7125798607122266,0.22156802294174707,,normal,
B04,aSMA,ACTA2,103465.0,62.54389492544291,168.74674721734482,0.38750898838043213,1.3971775770187378,0.2784579770714528,0.2231383148677044,0.0,0.0,0.6034856329151608,0.8617188941472356,0.6111218957006482,,normal,
B04,CD31,PECAM1,103465.0,47.84885454653641,74.35208181016702,0.6860980987548828,1.7773075103759766,0.2761793568531682,0.27303309948502086,0.0,0.0,0.5443533153108513,0.8281156066377041,0.6450909047214387,,normal,
B04,PanCK,EPCAM,103465.0,173.8231192240557,205.24942375506893,0.00022523228835780174,0.03260894864797592,-0.002094773171896159,-0.0009543314586758502,0.5004404902178486,0.7588689567949662,0.015241702712329011,0.031765844448860193,0.30054189389339747,,normal,
B04,CD20,MS4A1,103465.0,37.22845716242158,11.59757006279842,0.08934555947780609,0.666353702545166,0.025993683960306428,0.017000537268496388,6.143739509338811e-17,4.533027675384614e-08,0.2794916125593877,0.5806884284347987,0.19442179342414298,,normal,
B04,CD45,PTPRC,,,,,,,,,,,,,,normal,gene_not_found
B04,CD11c,ITGAX,103465.0,25.261480557681125,7.745581893516888,0.06319887936115265,0.5567853450775146,0.06045854860358253,0.06476296281270473,2.189717901645407e-84,1.4232398525158033e-96,0.30974255886245294,0.5684551437987951,0.2209998878024194,,normal,
C01,CD4,CD4,32700.0,115.30099764560606,105.44931199344198,0.511669397354126,1.5487545728683472,0.03302025160398774,0.05126682212800653,2.336465269582779e-09,1.7530569551969987e-20,0.5900650371047171,0.8906165685294781,0.6901642361161927,,metaplasia,
C01,CD68,CD68,32700.0,109.67801973182887,131.63926431954067,0.6101311445236206,1.6934423446655273,0.09016509116654507,0.1035797786440851,5.353698721208208e-60,1.0947478659711023e-78,0.6807779993726086,0.8986111458125627,0.7029702426742193,,metaplasia,
